# Simulated NCR wholesale prices (PHP/kg) for the last 90 days.
# market,commodity,price_php_per_kg,demand,date
Baguio Public,Broccoli,186,Surging,2026-07-07
Davao Bankerohan,Broccoli,184,Surging,2026-07-07
Iloilo Terminal,Broccoli,184,Surging,2026-07-07
Balintawak,Tomato,66,Stable,2026-07-07
Divisoria,Tomato,65,Stable,2026-07-07
Mega Q-Mart,Tomato,76,Dipping,2026-07-07
Muntinlupa,Tomato,82,Stable,2026-07-07
Cebu Carbon,Tomato,89,Rising,2026-07-07
Baguio Public,Tomato,75,Dipping,2026-07-07
Davao Bankerohan,Tomato,85,Rising,2026-07-07
Iloilo Terminal,Tomato,91,Surging,2026-07-07
Balintawak,White Potato,85,Surging,2026-07-07
Divisoria,White Potato,78,Rising,2026-07-07
Mega Q-Mart,White Potato,91,Stable,2026-07-07
Muntinlupa,White Potato,90,Stable,2026-07-07
Cebu Carbon,White Potato,105,Surging,2026-07-07
Baguio Public,White Potato,91,Stable,2026-07-07
Davao Bankerohan,White Potato,101,Surging,2026-07-07
Iloilo Terminal,White Potato,93,Stable,2026-07-07
Balintawak,Bell Pepper (Green),158,Rising,2026-07-07
Divisoria,Bell Pepper (Green),141,Dipping,2026-07-07
Mega Q-Mart,Bell Pepper (Green),206,Surging,2026-07-07
Muntinlupa,Bell Pepper (Green),206,Surging,2026-07-07
Cebu Carbon,Bell Pepper (Green),204,Surging,2026-07-07
Baguio Public,Bell Pepper (Green),169,Dipping,2026-07-07
Davao Bankerohan,Bell Pepper (Green),194,Rising,2026-07-07
Iloilo Terminal,Bell Pepper (Green),213,Surging,2026-07-07
Balintawak,Cauliflower,143,Surging,2026-07-07
Divisoria,Cauliflower,139,Surging,2026-07-07
Mega Q-Mart,Cauliflower,171,Surging,2026-07-07
Muntinlupa,Cauliflower,167,Surging,2026-07-07
Cebu Carbon,Cauliflower,172,Surging,2026-07-07
Baguio Public,Cauliflower,146,Stable,2026-07-07
Davao Bankerohan,Cauliflower,164,Rising,2026-07-07
Iloilo Terminal,Cauliflower,144,Dipping,2026-07-07
Balintawak,Lettuce (Romaine),99,Stable,2026-07-07
Divisoria,Lettuce (Romaine),100,Stable,2026-07-07
Mega Q-Mart,Lettuce (Romaine),108,Dipping,2026-07-07
Muntinlupa,Lettuce (Romaine),113,Dipping,2026-07-07
Cebu Carbon,Lettuce (Romaine),121,Stable,2026-07-07
Baguio Public,Lettuce (Romaine),114,Dipping,2026-07-07
Davao Bankerohan,Lettuce (Romaine),117,Stable,2026-07-07
Iloilo Terminal,Lettuce (Romaine),126,Rising,2026-07-07
Balintawak,Mango (Carabao),113,Rising,2026-07-07
Divisoria,Mango (Carabao),104,Stable,2026-07-07
Mega Q-Mart,Mango (Carabao),142,Rising,2026-07-07
Muntinlupa,Mango (Carabao),126,Stable,2026-07-07
Cebu Carbon,Mango (Carabao),120,Dipping,2026-07-07
Baguio Public,Mango (Carabao),126,Stable,2026-07-07
Davao Bankerohan,Mango (Carabao),142,Surging,2026-07-07
Iloilo Terminal,Mango (Carabao),123,Dipping,2026-07-07
Balintawak,Rice (Well Milled),48,Rising,2026-07-07
Divisoria,Rice (Well Milled),52,Surging,2026-07-07
Mega Q-Mart,Rice (Well Milled),53,Dipping,2026-07-07
Muntinlupa,Rice (Well Milled),57,Stable,2026-07-07
Cebu Carbon,Rice (Well Milled),65,Surging,2026-07-07
Baguio Public,Rice (Well Milled),59,Rising,2026-07-07
Davao Bankerohan,Rice (Well Milled),53,Dipping,2026-07-07
Iloilo Terminal,Rice (Well Milled),52,Dipping,2026-07-07
Balintawak,Eggplant,49,Dipping,2026-07-07
Divisoria,Eggplant,61,Surging,2026-07-07
Mega Q-Mart,Eggplant,66,Stable,2026-07-07
Muntinlupa,Eggplant,61,Dipping,2026-07-07
Cebu Carbon,Eggplant,66,Stable,2026-07-07
Baguio Public,Eggplant,73,Surging,2026-07-07
Davao Bankerohan,Eggplant,74,Surging,2026-07-07
Iloilo Terminal,Eggplant,75,Surging,2026-07-07
Balintawak,Squash,39,Surging,2026-07-07
Divisoria,Squash,35,Stable,2026-07-07
Mega Q-Mart,Squash,43,Stable,2026-07-07
Muntinlupa,Squash,43,Stable,2026-07-07
Cebu Carbon,Squash,41,Dipping,2026-07-07
Baguio Public,Squash,40,Dipping,2026-07-07
Davao Bankerohan,Squash,49,Surging,2026-07-07
Iloilo Terminal,Squash,49,Surging,2026-07-07
Balintawak,Ampalaya,67,Stable,2026-07-07
Divisoria,Ampalaya,62,Dipping,2026-07-07
Mega Q-Mart,Ampalaya,90,Surging,2026-07-07
Muntinlupa,Ampalaya,94,Surging,2026-07-07
Cebu Carbon,Ampalaya,76,Dipping,2026-07-07
Baguio Public,Ampalaya,92,Surging,2026-07-07
Davao Bankerohan,Ampalaya,74,Dipping,2026-07-07
Iloilo Terminal,Ampalaya,76,Dipping,2026-07-07
Balintawak,Pechay Baguio,54,Surging,2026-07-06
Divisoria,Pechay Baguio,45,Dipping,2026-07-06
Mega Q-Mart,Pechay Baguio,57,Stable,2026-07-06
Muntinlupa,Pechay Baguio,57,Dipping,2026-07-06
Cebu Carbon,Pechay Baguio,64,Rising,2026-07-06
Baguio Public,Pechay Baguio,61,Rising,2026-07-06
Davao Bankerohan,Pechay Baguio,55,Dipping,2026-07-06
Iloilo Terminal,Pechay Baguio,65,Rising,2026-07-06
Balintawak,Cabbage (Scorpio),42,Rising,2026-07-06
Divisoria,Cabbage (Scorpio),45,Surging,2026-07-06
Mega Q-Mart,Cabbage (Scorpio),54,Surging,2026-07-06
Muntinlupa,Cabbage (Scorpio),49,Stable,2026-07-06
Cebu Carbon,Cabbage (Scorpio),49,Stable,2026-07-06
Baguio Public,Cabbage (Scorpio),54,Surging,2026-07-06
Davao Bankerohan,Cabbage (Scorpio),48,Stable,2026-07-06
Iloilo Terminal,Cabbage (Scorpio),56,Surging,2026-07-06
Balintawak,Carrots,98,Surging,2026-07-06
Divisoria,Carrots,90,Rising,2026-07-06
Mega Q-Mart,Carrots,105,Stable,2026-07-06
Muntinlupa,Carrots,103,Stable,2026-07-06
Cebu Carbon,Carrots,111,Rising,2026-07-06
Baguio Public,Carrots,114,Surging,2026-07-06
Davao Bankerohan,Carrots,95,Dipping,2026-07-06
Iloilo Terminal,Carrots,102,Stable,2026-07-06
Balintawak,Broccoli,143,Rising,2026-07-06
Divisoria,Broccoli,124,Dipping,2026-07-06
Mega Q-Mart,Broccoli,156,Dipping,2026-07-06
Muntinlupa,Broccoli,164,Stable,2026-07-06
Cebu Carbon,Broccoli,177,Rising,2026-07-06
Baguio Public,Broccoli,172,Rising,2026-07-06
Davao Bankerohan,Broccoli,148,Dipping,2026-07-06
Iloilo Terminal,Broccoli,186,Surging,2026-07-06
Balintawak,Tomato,64,Stable,2026-07-06
Divisoria,Tomato,70,Rising,2026-07-06
Mega Q-Mart,Tomato,74,Dipping,2026-07-06
Muntinlupa,Tomato,78,Stable,2026-07-06
Cebu Carbon,Tomato,74,Dipping,2026-07-06
Baguio Public,Tomato,81,Stable,2026-07-06
Davao Bankerohan,Tomato,83,Stable,2026-07-06
Iloilo Terminal,Tomato,82,Stable,2026-07-06
Balintawak,White Potato,77,Stable,2026-07-06
Divisoria,White Potato,77,Stable,2026-07-06
Mega Q-Mart,White Potato,101,Surging,2026-07-06
Muntinlupa,White Potato,99,Rising,2026-07-06
Cebu Carbon,White Potato,93,Stable,2026-07-06
Baguio Public,White Potato,85,Dipping,2026-07-06
Davao Bankerohan,White Potato,92,Stable,2026-07-06
Iloilo Terminal,White Potato,102,Surging,2026-07-06
Balintawak,Bell Pepper (Green),160,Rising,2026-07-06
Divisoria,Bell Pepper (Green),173,Surging,2026-07-06
Mega Q-Mart,Bell Pepper (Green),171,Dipping,2026-07-06
Muntinlupa,Bell Pepper (Green),203,Surging,2026-07-06
Cebu Carbon,Bell Pepper (Green),213,Surging,2026-07-06
Baguio Public,Bell Pepper (Green),211,Surging,2026-07-06
Davao Bankerohan,Bell Pepper (Green),192,Rising,2026-07-06
Iloilo Terminal,Bell Pepper (Green),184,Stable,2026-07-06
Balintawak,Cauliflower,118,Dipping,2026-07-06
Divisoria,Cauliflower,140,Surging,2026-07-06
Mega Q-Mart,Cauliflower,174,Surging,2026-07-06
Muntinlupa,Cauliflower,173,Surging,2026-07-06
Cebu Carbon,Cauliflower,174,Surging,2026-07-06
Baguio Public,Cauliflower,159,Rising,2026-07-06
Davao Bankerohan,Cauliflower,140,Dipping,2026-07-06
Iloilo Terminal,Cauliflower,153,Stable,2026-07-06
Balintawak,Lettuce (Romaine),101,Rising,2026-07-06
Divisoria,Lettuce (Romaine),111,Surging,2026-07-06
Mega Q-Mart,Lettuce (Romaine),112,Dipping,2026-07-06
Muntinlupa,Lettuce (Romaine),129,Rising,2026-07-06
Cebu Carbon,Lettuce (Romaine),127,Rising,2026-07-06
Baguio Public,Lettuce (Romaine),122,Stable,2026-07-06
Davao Bankerohan,Lettuce (Romaine),121,Stable,2026-07-06
Iloilo Terminal,Lettuce (Romaine),130,Surging,2026-07-06
Balintawak,Mango (Carabao),102,Dipping,2026-07-06
Divisoria,Mango (Carabao),115,Rising,2026-07-06
Mega Q-Mart,Mango (Carabao),134,Stable,2026-07-06
Muntinlupa,Mango (Carabao),131,Stable,2026-07-06
Cebu Carbon,Mango (Carabao),137,Rising,2026-07-06
Baguio Public,Mango (Carabao),144,Surging,2026-07-06
Davao Bankerohan,Mango (Carabao),121,Dipping,2026-07-06
Iloilo Terminal,Mango (Carabao),149,Surging,2026-07-06
Balintawak,Rice (Well Milled),45,Stable,2026-07-06
Divisoria,Rice (Well Milled),45,Stable,2026-07-06
Mega Q-Mart,Rice (Well Milled),64,Surging,2026-07-06
Muntinlupa,Rice (Well Milled),65,Surging,2026-07-06
Cebu Carbon,Rice (Well Milled),53,Dipping,2026-07-06
Baguio Public,Rice (Well Milled),52,Dipping,2026-07-06
Davao Bankerohan,Rice (Well Milled),57,Stable,2026-07-06
Iloilo Terminal,Rice (Well Milled),63,Surging,2026-07-06
Balintawak,Eggplant,57,Rising,2026-07-06
Divisoria,Eggplant,58,Surging,2026-07-06
Mega Q-Mart,Eggplant,65,Stable,2026-07-06
Muntinlupa,Eggplant,64,Stable,2026-07-06
Cebu Carbon,Eggplant,74,Surging,2026-07-06
Baguio Public,Eggplant,64,Stable,2026-07-06
Davao Bankerohan,Eggplant,65,Stable,2026-07-06
Iloilo Terminal,Eggplant,66,Stable,2026-07-06
Balintawak,Squash,38,Rising,2026-07-06
Divisoria,Squash,34,Dipping,2026-07-06
Mega Q-Mart,Squash,50,Surging,2026-07-06
Muntinlupa,Squash,46,Rising,2026-07-06
Cebu Carbon,Squash,40,Dipping,2026-07-06
Baguio Public,Squash,49,Surging,2026-07-06
Davao Bankerohan,Squash,40,Dipping,2026-07-06
Iloilo Terminal,Squash,39,Dipping,2026-07-06
Balintawak,Ampalaya,67,Stable,2026-07-06
Divisoria,Ampalaya,76,Surging,2026-07-06
Mega Q-Mart,Ampalaya,91,Surging,2026-07-06
Muntinlupa,Ampalaya,92,Surging,2026-07-06
Cebu Carbon,Ampalaya,90,Surging,2026-07-06
Baguio Public,Ampalaya,86,Rising,2026-07-06
Davao Bankerohan,Ampalaya,89,Surging,2026-07-06
Iloilo Terminal,Ampalaya,74,Dipping,2026-07-06
Balintawak,Pechay Baguio,45,Dipping,2026-07-05
Divisoria,Pechay Baguio,49,Stable,2026-07-05
Mega Q-Mart,Pechay Baguio,59,Stable,2026-07-05
Muntinlupa,Pechay Baguio,62,Rising,2026-07-05
Cebu Carbon,Pechay Baguio,54,Dipping,2026-07-05
Baguio Public,Pechay Baguio,67,Surging,2026-07-05
Davao Bankerohan,Pechay Baguio,62,Rising,2026-07-05
Iloilo Terminal,Pechay Baguio,59,Stable,2026-07-05
Balintawak,Cabbage (Scorpio),38,Dipping,2026-07-05
Divisoria,Cabbage (Scorpio),42,Rising,2026-07-05
Mega Q-Mart,Cabbage (Scorpio),52,Rising,2026-07-05
Muntinlupa,Cabbage (Scorpio),55,Surging,2026-07-05
Cebu Carbon,Cabbage (Scorpio),54,Surging,2026-07-05
Baguio Public,Cabbage (Scorpio),47,Stable,2026-07-05
Davao Bankerohan,Cabbage (Scorpio),44,Dipping,2026-07-05
Iloilo Terminal,Cabbage (Scorpio),52,Rising,2026-07-05
Balintawak,Carrots,84,Stable,2026-07-05
Divisoria,Carrots,87,Stable,2026-07-05
Mega Q-Mart,Carrots,119,Surging,2026-07-05
Muntinlupa,Carrots,100,Stable,2026-07-05
Cebu Carbon,Carrots,105,Stable,2026-07-05
Baguio Public,Carrots,106,Stable,2026-07-05
Davao Bankerohan,Carrots,107,Rising,2026-07-05
Iloilo Terminal,Carrots,112,Surging,2026-07-05
Balintawak,Broccoli,150,Surging,2026-07-05
Divisoria,Broccoli,141,Rising,2026-07-05
Mega Q-Mart,Broccoli,155,Dipping,2026-07-05
Muntinlupa,Broccoli,173,Rising,2026-07-05
Cebu Carbon,Broccoli,174,Rising,2026-07-05
Baguio Public,Broccoli,164,Stable,2026-07-05
Davao Bankerohan,Broccoli,187,Surging,2026-07-05
Iloilo Terminal,Broccoli,156,Dipping,2026-07-05
Balintawak,Tomato,68,Stable,2026-07-05
Divisoria,Tomato,68,Stable,2026-07-05
Mega Q-Mart,Tomato,81,Stable,2026-07-05
Muntinlupa,Tomato,93,Surging,2026-07-05
Cebu Carbon,Tomato,88,Rising,2026-07-05
Baguio Public,Tomato,94,Surging,2026-07-05
Davao Bankerohan,Tomato,76,Dipping,2026-07-05
Iloilo Terminal,Tomato,74,Dipping,2026-07-05
Balintawak,White Potato,84,Surging,2026-07-05
Divisoria,White Potato,81,Rising,2026-07-05
Mega Q-Mart,White Potato,103,Surging,2026-07-05
Muntinlupa,White Potato,91,Stable,2026-07-05
Cebu Carbon,White Potato,95,Stable,2026-07-05
Baguio Public,White Potato,90,Stable,2026-07-05
Davao Bankerohan,White Potato,104,Surging,2026-07-05
Iloilo Terminal,White Potato,106,Surging,2026-07-05
Balintawak,Bell Pepper (Green),142,Dipping,2026-07-05
Divisoria,Bell Pepper (Green),149,Stable,2026-07-05
Mega Q-Mart,Bell Pepper (Green),179,Stable,2026-07-05
Muntinlupa,Bell Pepper (Green),194,Rising,2026-07-05
Cebu Carbon,Bell Pepper (Green),210,Surging,2026-07-05
Baguio Public,Bell Pepper (Green),189,Stable,2026-07-05
Davao Bankerohan,Bell Pepper (Green),181,Stable,2026-07-05
Iloilo Terminal,Bell Pepper (Green),185,Stable,2026-07-05
Balintawak,Cauliflower,122,Stable,2026-07-05
Divisoria,Cauliflower,133,Rising,2026-07-05
Mega Q-Mart,Cauliflower,143,Dipping,2026-07-05
Muntinlupa,Cauliflower,144,Dipping,2026-07-05
Cebu Carbon,Cauliflower,169,Surging,2026-07-05
Baguio Public,Cauliflower,170,Surging,2026-07-05
Davao Bankerohan,Cauliflower,139,Dipping,2026-07-05
Iloilo Terminal,Cauliflower,160,Rising,2026-07-05
Balintawak,Lettuce (Romaine),99,Stable,2026-07-05
Divisoria,Lettuce (Romaine),98,Stable,2026-07-05
Mega Q-Mart,Lettuce (Romaine),127,Rising,2026-07-05
Muntinlupa,Lettuce (Romaine),131,Surging,2026-07-05
Cebu Carbon,Lettuce (Romaine),114,Dipping,2026-07-05
Baguio Public,Lettuce (Romaine),138,Surging,2026-07-05
Davao Bankerohan,Lettuce (Romaine),114,Dipping,2026-07-05
Iloilo Terminal,Lettuce (Romaine),125,Rising,2026-07-05
Balintawak,Mango (Carabao),115,Rising,2026-07-05
Divisoria,Mango (Carabao),119,Surging,2026-07-05
Mega Q-Mart,Mango (Carabao),137,Rising,2026-07-05
Muntinlupa,Mango (Carabao),127,Stable,2026-07-05
Cebu Carbon,Mango (Carabao),144,Surging,2026-07-05
Baguio Public,Mango (Carabao),131,Stable,2026-07-05
Davao Bankerohan,Mango (Carabao),137,Rising,2026-07-05
Iloilo Terminal,Mango (Carabao),119,Dipping,2026-07-05
Balintawak,Rice (Well Milled),44,Dipping,2026-07-05
Divisoria,Rice (Well Milled),50,Surging,2026-07-05
Mega Q-Mart,Rice (Well Milled),65,Surging,2026-07-05
Muntinlupa,Rice (Well Milled),51,Dipping,2026-07-05
Cebu Carbon,Rice (Well Milled),56,Stable,2026-07-05
Baguio Public,Rice (Well Milled),63,Surging,2026-07-05
Davao Bankerohan,Rice (Well Milled),53,Dipping,2026-07-05
Iloilo Terminal,Rice (Well Milled),52,Dipping,2026-07-05
Balintawak,Eggplant,54,Stable,2026-07-05
Divisoria,Eggplant,54,Stable,2026-07-05
Mega Q-Mart,Eggplant,64,Stable,2026-07-05
Muntinlupa,Eggplant,70,Rising,2026-07-05
Cebu Carbon,Eggplant,64,Stable,2026-07-05
Baguio Public,Eggplant,72,Surging,2026-07-05
Davao Bankerohan,Eggplant,66,Stable,2026-07-05
Iloilo Terminal,Eggplant,69,Rising,2026-07-05
Balintawak,Squash,40,Surging,2026-07-05
Divisoria,Squash,38,Rising,2026-07-05
Mega Q-Mart,Squash,42,Stable,2026-07-05
Muntinlupa,Squash,47,Rising,2026-07-05
Cebu Carbon,Squash,46,Rising,2026-07-05
Baguio Public,Squash,49,Surging,2026-07-05
Davao Bankerohan,Squash,48,Surging,2026-07-05
Iloilo Terminal,Squash,40,Dipping,2026-07-05
Balintawak,Ampalaya,72,Rising,2026-07-05
Divisoria,Ampalaya,63,Dipping,2026-07-05
Mega Q-Mart,Ampalaya,81,Stable,2026-07-05
Muntinlupa,Ampalaya,87,Rising,2026-07-05
Cebu Carbon,Ampalaya,93,Surging,2026-07-05
Baguio Public,Ampalaya,93,Surging,2026-07-05
Davao Bankerohan,Ampalaya,83,Stable,2026-07-05
Iloilo Terminal,Ampalaya,91,Surging,2026-07-05
Balintawak,Pechay Baguio,51,Rising,2026-07-04
Divisoria,Pechay Baguio,52,Rising,2026-07-04
Mega Q-Mart,Pechay Baguio,64,Rising,2026-07-04
Muntinlupa,Pechay Baguio,67,Surging,2026-07-04
Cebu Carbon,Pechay Baguio,63,Rising,2026-07-04
Baguio Public,Pechay Baguio,59,Stable,2026-07-04
Davao Bankerohan,Pechay Baguio,66,Surging,2026-07-04
Iloilo Terminal,Pechay Baguio,65,Rising,2026-07-04
Balintawak,Cabbage (Scorpio),42,Rising,2026-07-04
Divisoria,Cabbage (Scorpio),42,Rising,2026-07-04
Mega Q-Mart,Cabbage (Scorpio),45,Dipping,2026-07-04
Muntinlupa,Cabbage (Scorpio),54,Surging,2026-07-04
Cebu Carbon,Cabbage (Scorpio),48,Stable,2026-07-04
Baguio Public,Cabbage (Scorpio),44,Dipping,2026-07-04
Davao Bankerohan,Cabbage (Scorpio),56,Surging,2026-07-04
Iloilo Terminal,Cabbage (Scorpio),54,Surging,2026-07-04
Balintawak,Carrots,78,Dipping,2026-07-04
Divisoria,Carrots,97,Surging,2026-07-04
Mega Q-Mart,Carrots,97,Dipping,2026-07-04
Muntinlupa,Carrots,101,Stable,2026-07-04
Cebu Carbon,Carrots,100,Stable,2026-07-04
Baguio Public,Carrots,108,Rising,2026-07-04
Davao Bankerohan,Carrots,115,Surging,2026-07-04
Iloilo Terminal,Carrots,100,Stable,2026-07-04
Balintawak,Broccoli,138,Rising,2026-07-04
Divisoria,Broccoli,135,Stable,2026-07-04
Mega Q-Mart,Broccoli,163,Stable,2026-07-04
Muntinlupa,Broccoli,169,Rising,2026-07-04
Cebu Carbon,Broccoli,149,Dipping,2026-07-04
Baguio Public,Broccoli,182,Surging,2026-07-04
Davao Bankerohan,Broccoli,178,Surging,2026-07-04
Iloilo Terminal,Broccoli,184,Surging,2026-07-04
Balintawak,Tomato,61,Dipping,2026-07-04
Divisoria,Tomato,70,Rising,2026-07-04
Mega Q-Mart,Tomato,92,Surging,2026-07-04
Muntinlupa,Tomato,88,Rising,2026-07-04
Cebu Carbon,Tomato,78,Stable,2026-07-04
Baguio Public,Tomato,74,Dipping,2026-07-04
Davao Bankerohan,Tomato,90,Surging,2026-07-04
Iloilo Terminal,Tomato,92,Surging,2026-07-04
Balintawak,White Potato,82,Rising,2026-07-04
Divisoria,White Potato,85,Surging,2026-07-04
Mega Q-Mart,White Potato,104,Surging,2026-07-04
Muntinlupa,White Potato,106,Surging,2026-07-04
Cebu Carbon,White Potato,105,Surging,2026-07-04
Baguio Public,White Potato,88,Dipping,2026-07-04
Davao Bankerohan,White Potato,85,Dipping,2026-07-04
Iloilo Terminal,White Potato,89,Stable,2026-07-04
Balintawak,Bell Pepper (Green),158,Rising,2026-07-04
Divisoria,Bell Pepper (Green),146,Stable,2026-07-04
Mega Q-Mart,Bell Pepper (Green),188,Stable,2026-07-04
Muntinlupa,Bell Pepper (Green),181,Stable,2026-07-04
Cebu Carbon,Bell Pepper (Green),205,Surging,2026-07-04
Baguio Public,Bell Pepper (Green),177,Stable,2026-07-04
Davao Bankerohan,Bell Pepper (Green),203,Surging,2026-07-04
Iloilo Terminal,Bell Pepper (Green),205,Surging,2026-07-04
Balintawak,Cauliflower,125,Stable,2026-07-04
Divisoria,Cauliflower,129,Rising,2026-07-04
Mega Q-Mart,Cauliflower,149,Stable,2026-07-04
Muntinlupa,Cauliflower,150,Stable,2026-07-04
Cebu Carbon,Cauliflower,149,Stable,2026-07-04
Baguio Public,Cauliflower,149,Stable,2026-07-04
Davao Bankerohan,Cauliflower,149,Stable,2026-07-04
Iloilo Terminal,Cauliflower,139,Dipping,2026-07-04
Balintawak,Lettuce (Romaine),101,Rising,2026-07-04
Divisoria,Lettuce (Romaine),111,Surging,2026-07-04
Mega Q-Mart,Lettuce (Romaine),116,Stable,2026-07-04
Muntinlupa,Lettuce (Romaine),111,Dipping,2026-07-04
Cebu Carbon,Lettuce (Romaine),138,Surging,2026-07-04
Baguio Public,Lettuce (Romaine),112,Dipping,2026-07-04
Davao Bankerohan,Lettuce (Romaine),113,Dipping,2026-07-04
Iloilo Terminal,Lettuce (Romaine),119,Stable,2026-07-04
Balintawak,Mango (Carabao),106,Stable,2026-07-04
Divisoria,Mango (Carabao),107,Stable,2026-07-04
Mega Q-Mart,Mango (Carabao),137,Rising,2026-07-04
Muntinlupa,Mango (Carabao),145,Surging,2026-07-04
Cebu Carbon,Mango (Carabao),147,Surging,2026-07-04
Baguio Public,Mango (Carabao),149,Surging,2026-07-04
Davao Bankerohan,Mango (Carabao),123,Dipping,2026-07-04
Iloilo Terminal,Mango (Carabao),138,Rising,2026-07-04
Balintawak,Rice (Well Milled),44,Stable,2026-07-04
Divisoria,Rice (Well Milled),46,Stable,2026-07-04
Mega Q-Mart,Rice (Well Milled),64,Surging,2026-07-04
Muntinlupa,Rice (Well Milled),51,Dipping,2026-07-04
Cebu Carbon,Rice (Well Milled),52,Dipping,2026-07-04
Baguio Public,Rice (Well Milled),56,Stable,2026-07-04
Davao Bankerohan,Rice (Well Milled),57,Stable,2026-07-04
Iloilo Terminal,Rice (Well Milled),61,Rising,2026-07-04
Balintawak,Eggplant,58,Rising,2026-07-04
Divisoria,Eggplant,58,Rising,2026-07-04
Mega Q-Mart,Eggplant,63,Stable,2026-07-04
Muntinlupa,Eggplant,67,Rising,2026-07-04
Cebu Carbon,Eggplant,62,Stable,2026-07-04
Baguio Public,Eggplant,73,Surging,2026-07-04
Davao Bankerohan,Eggplant,72,Surging,2026-07-04
Iloilo Terminal,Eggplant,62,Dipping,2026-07-04
Balintawak,Squash,33,Dipping,2026-07-04
Divisoria,Squash,38,Rising,2026-07-04
Mega Q-Mart,Squash,44,Rising,2026-07-04
Muntinlupa,Squash,41,Dipping,2026-07-04
Cebu Carbon,Squash,48,Surging,2026-07-04
Baguio Public,Squash,49,Surging,2026-07-04
Davao Bankerohan,Squash,49,Surging,2026-07-04
Iloilo Terminal,Squash,48,Surging,2026-07-04
Balintawak,Ampalaya,72,Rising,2026-07-04
Divisoria,Ampalaya,64,Dipping,2026-07-04
Mega Q-Mart,Ampalaya,88,Rising,2026-07-04
Muntinlupa,Ampalaya,90,Surging,2026-07-04
Cebu Carbon,Ampalaya,87,Rising,2026-07-04
Baguio Public,Ampalaya,85,Rising,2026-07-04
Davao Bankerohan,Ampalaya,75,Dipping,2026-07-04
Iloilo Terminal,Ampalaya,81,Stable,2026-07-04
Balintawak,Pechay Baguio,49,Stable,2026-07-03
Divisoria,Pechay Baguio,47,Stable,2026-07-03
Mega Q-Mart,Pechay Baguio,68,Surging,2026-07-03
Muntinlupa,Pechay Baguio,54,Dipping,2026-07-03
Cebu Carbon,Pechay Baguio,69,Surging,2026-07-03
Baguio Public,Pechay Baguio,69,Surging,2026-07-03
Davao Bankerohan,Pechay Baguio,58,Stable,2026-07-03
Iloilo Terminal,Pechay Baguio,65,Surging,2026-07-03
Balintawak,Cabbage (Scorpio),45,Surging,2026-07-03
Divisoria,Cabbage (Scorpio),41,Rising,2026-07-03
Mega Q-Mart,Cabbage (Scorpio),56,Surging,2026-07-03
Muntinlupa,Cabbage (Scorpio),49,Stable,2026-07-03
Cebu Carbon,Cabbage (Scorpio),49,Stable,2026-07-03
Baguio Public,Cabbage (Scorpio),55,Surging,2026-07-03
Davao Bankerohan,Cabbage (Scorpio),49,Stable,2026-07-03
Iloilo Terminal,Cabbage (Scorpio),54,Surging,2026-07-03
Balintawak,Carrots,87,Rising,2026-07-03
Divisoria,Carrots,85,Stable,2026-07-03
Mega Q-Mart,Carrots,118,Surging,2026-07-03
Muntinlupa,Carrots,115,Surging,2026-07-03
Cebu Carbon,Carrots,99,Stable,2026-07-03
Baguio Public,Carrots,108,Rising,2026-07-03
Davao Bankerohan,Carrots,104,Stable,2026-07-03
Iloilo Terminal,Carrots,101,Stable,2026-07-03
Balintawak,Broccoli,131,Stable,2026-07-03
Divisoria,Broccoli,146,Surging,2026-07-03
Mega Q-Mart,Broccoli,181,Surging,2026-07-03
Muntinlupa,Broccoli,179,Surging,2026-07-03
Cebu Carbon,Broccoli,150,Dipping,2026-07-03
Baguio Public,Broccoli,158,Stable,2026-07-03
Davao Bankerohan,Broccoli,148,Dipping,2026-07-03
Iloilo Terminal,Broccoli,156,Dipping,2026-07-03
Balintawak,Tomato,68,Stable,2026-07-03
Divisoria,Tomato,71,Rising,2026-07-03
Mega Q-Mart,Tomato,85,Rising,2026-07-03
Muntinlupa,Tomato,79,Stable,2026-07-03
Cebu Carbon,Tomato,94,Surging,2026-07-03
Baguio Public,Tomato,88,Rising,2026-07-03
Davao Bankerohan,Tomato,92,Surging,2026-07-03
Iloilo Terminal,Tomato,88,Rising,2026-07-03
Balintawak,White Potato,86,Surging,2026-07-03
Divisoria,White Potato,69,Dipping,2026-07-03
Mega Q-Mart,White Potato,102,Surging,2026-07-03
Muntinlupa,White Potato,89,Stable,2026-07-03
Cebu Carbon,White Potato,103,Surging,2026-07-03
Baguio Public,White Potato,105,Surging,2026-07-03
Davao Bankerohan,White Potato,90,Stable,2026-07-03
Iloilo Terminal,White Potato,92,Stable,2026-07-03
Balintawak,Bell Pepper (Green),167,Surging,2026-07-03
Divisoria,Bell Pepper (Green),161,Rising,2026-07-03
Mega Q-Mart,Bell Pepper (Green),180,Stable,2026-07-03
